,rank,hour,min,name,job,jobtype,location,totalprice,count
0,12,16,45,Inga Ferro,Site Control,Security,null,0.0,1
0,12,17,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,17,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,17,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,17,45,Inga Ferro,Site Control,Security,null,0.0,1
0,12,18,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,18,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,18,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,18,45,Inga Ferro,Site Control,Security,null,0.0,1
0,12,19,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,19,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,19,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,19,45,Inga Ferro,Site Control,Security,2fast food,14.87,1
0,12,20,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,20,15,Inga Ferro,Site Control,Security,5shopping,279.53,1
0,12,20,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,20,45,Inga Ferro,Site Control,Security,2fast food,22.91,1
0,12,21,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,21,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,21,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,21,45,Inga Ferro,Site Control,Security,null,0.0,1
0,12,22,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,22,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,22,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,22,45,Inga Ferro,Site Control,Security,null,0.0,1
0,12,23,0,Inga Ferro,Site Control,Security,null,0.0,1
0,12,23,15,Inga Ferro,Site Control,Security,null,0.0,1
0,12,23,30,Inga Ferro,Site Control,Security,null,0.0,1
0,12,23,45,Inga Ferro,Site Control,Security,null,0.0,1
0,13,0,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,0,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,0,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,0,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,1,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,1,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,1,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,1,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,2,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,2,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,2,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,2,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,3,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,3,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,3,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,3,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,4,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,4,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,4,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,4,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,5,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,5,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,5,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,5,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,6,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,6,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,6,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,6,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,7,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,7,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,7,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,7,45,Kanon Herrero,Badging Office,Security,1coffee,11.92,1
0,13,8,0,Kanon Herrero,Badging Office,Security,1coffee,5.89,1
0,13,8,15,Kanon Herrero,Badging Office,Security,1coffee,7.26,1
0,13,8,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,8,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,9,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,9,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,9,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,9,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,10,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,10,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,10,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,10,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,11,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,11,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,11,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,11,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,12,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,12,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,12,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,12,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,13,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,13,15,Kanon Herrero,Badging Office,Security,0restaurant,50.14,1
0,13,13,30,Kanon Herrero,Badging Office,Security,2fast food,50.36,1
0,13,13,45,Kanon Herrero,Badging Office,Security,0restaurant,48.39,1
0,13,14,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,14,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,14,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,14,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,15,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,15,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,15,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,15,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,16,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,16,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,16,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,16,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,17,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,17,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,17,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,17,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,18,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,18,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,18,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,18,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,19,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,19,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,19,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,19,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,20,0,Kanon Herrero,Badging Office,Security,0restaurant,62.2,1
0,13,20,15,Kanon Herrero,Badging Office,Security,2fast food,18.26,1
0,13,20,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,20,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,21,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,21,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,21,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,21,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,22,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,22,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,22,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,22,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,23,0,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,23,15,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,23,30,Kanon Herrero,Badging Office,Security,null,0.0,1
0,13,23,45,Kanon Herrero,Badging Office,Security,null,0.0,1
0,14,0,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,0,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,0,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,0,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,1,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,1,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,1,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,1,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,2,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,2,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,2,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,2,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,3,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,3,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,3,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,3,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,4,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,4,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,4,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,4,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,5,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,5,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,5,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,5,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,6,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,6,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,6,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,6,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,7,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,7,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,7,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,7,45,Varja Lagos,Badging Office,Security,1coffee,5.01,1
0,14,8,0,Varja Lagos,Badging Office,Security,1coffee,92.12,1
0,14,8,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,8,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,8,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,9,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,9,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,9,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,9,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,10,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,10,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,10,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,10,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,11,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,11,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,11,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,11,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,12,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,12,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,12,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,12,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,13,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,13,15,Varja Lagos,Badging Office,Security,0restaurant,8.16,1
0,14,13,30,Varja Lagos,Badging Office,Security,2fast food,119.75,1
0,14,13,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,14,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,14,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,14,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,14,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,15,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,15,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,15,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,15,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,16,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,16,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,16,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,16,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,17,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,17,15,Varja Lagos,Badging Office,Security,10gas,59.51,1
0,14,17,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,17,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,18,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,18,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,18,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,18,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,19,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,19,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,19,30,Varja Lagos,Badging Office,Security,9auto,138.02,1
0,14,19,45,Varja Lagos,Badging Office,Security,2fast food,31.23,1
0,14,20,0,Varja Lagos,Badging Office,Security,2fast food,22.57,1
0,14,20,15,Varja Lagos,Badging Office,Security,2fast food,99.08,1
0,14,20,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,20,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,21,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,21,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,21,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,21,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,22,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,22,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,22,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,22,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,23,0,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,23,15,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,23,30,Varja Lagos,Badging Office,Security,null,0.0,1
0,14,23,45,Varja Lagos,Badging Office,Security,null,0.0,1
0,15,0,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,0,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,0,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,0,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,1,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,1,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,1,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,1,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,2,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,2,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,2,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,2,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,3,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,3,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,3,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,3,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,4,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,4,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,4,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,4,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,5,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,5,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,5,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,5,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,6,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,6,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,6,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,6,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,7,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,7,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,7,30,Stenig Fusil,Building Control,Security,1coffee,15.85,1
0,15,7,45,Stenig Fusil,Building Control,Security,1coffee,8.27,1
0,15,8,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,8,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,8,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,8,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,9,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,9,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,9,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,9,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,10,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,10,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,10,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,10,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,11,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,11,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,11,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,11,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,12,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,12,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,12,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,12,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,13,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,13,15,Stenig Fusil,Building Control,Security,2fast food,26.76,1
0,15,13,30,Stenig Fusil,Building Control,Security,0restaurant,20.56,1
0,15,13,45,Stenig Fusil,Building Control,Security,0restaurant,14.77,1
0,15,14,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,14,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,14,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,14,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,15,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,15,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,15,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,15,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,16,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,16,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,16,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,16,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,17,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,17,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,17,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,17,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,18,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,18,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,18,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,18,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,19,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,19,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,19,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,19,45,Stenig Fusil,Building Control,Security,2fast food,23.61,1
0,15,20,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,20,15,Stenig Fusil,Building Control,Security,2fast food,117.82,1
0,15,20,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,20,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,21,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,21,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,21,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,21,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,22,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,22,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,22,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,22,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,23,0,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,23,15,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,23,30,Stenig Fusil,Building Control,Security,null,0.0,1
0,15,23,45,Stenig Fusil,Building Control,Security,null,0.0,1
0,16,0,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,0,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,0,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,0,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,1,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,1,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,1,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,1,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,2,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,2,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,2,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,2,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,3,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,3,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,3,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,3,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,4,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,4,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,4,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,4,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,5,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,5,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,5,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,5,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,6,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,6,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,6,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,6,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,7,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,7,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,7,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,7,45,Minke Mies,Perimeter Control,Security,1coffee,3.0,1
0,16,8,0,Minke Mies,Perimeter Control,Security,1coffee,6.21,1
0,16,8,15,Minke Mies,Perimeter Control,Security,1coffee,12.64,1
0,16,8,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,8,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,9,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,9,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,9,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,9,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,10,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,10,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,10,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,10,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,11,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,11,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,11,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,11,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,12,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,12,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,12,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,12,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,13,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,13,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,13,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,13,45,Minke Mies,Perimeter Control,Security,0restaurant,24.3,1
0,16,14,0,Minke Mies,Perimeter Control,Security,1coffee,10.9,1
0,16,14,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,14,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,14,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,15,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,15,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,15,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,15,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,16,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,16,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,16,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,16,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,17,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,17,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,17,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,17,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,18,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,18,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,18,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,18,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,19,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,19,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,19,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,19,45,Minke Mies,Perimeter Control,Security,2fast food,30.48,1
0,16,20,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,20,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,20,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,20,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,21,0,Minke Mies,Perimeter Control,Security,5shopping,121.76,1
0,16,21,15,Minke Mies,Perimeter Control,Security,5shopping,227.28,1
0,16,21,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,21,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,22,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,22,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,22,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,22,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,23,0,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,23,15,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,23,30,Minke Mies,Perimeter Control,Security,null,0.0,1
0,16,23,45,Minke Mies,Perimeter Control,Security,null,0.0,1
0,17,0,0,Hennie Osvaldo,Perimeter Control,Security,null,0.0,1
